Konten,Judul video,Waktu publikasi video,Durasi,Penayangan tak dilewati,Rata-rata durasi tonton,Persentase penayangan rata-rata (%),Tetap menonton (%),Penonton unik,Penayangan rata-rata per penonton,Penonton baru,Penonton yang kembali,Penonton biasa,Penonton reguler,Diviralkan,Poin hype,Subscriber yang diperoleh,Subscriber yang hilang,Suka,Tidak suka,Suka (vs. tidak suka) (%),Pembagian,Komentar ditambahkan,Pendapatan transaksi (IDR),Transaksi,Pendapatan per transaksi (IDR),YouTube Premium (IDR),Iklan Halaman Tonton (IDR),Estimasi pendapatan DoubleClick (IDR),Estimasi pendapatan AdSense (IDR),Pendapatan iklan YouTube (IDR),Tayangan iklan,CPM berbasis-pemutaran (IDR),CPM (IDR),Estimasi pemutaran yang dimonetisasi,RPM (IDR),Rubi,Klik produk,Tayangan produk,Total penjualan (IDR),Pesanan,Komisi yang disetujui (IDR),Komisi tertunda (IDR),Komisi yang dihapus (IDR),Penayangan YouTube Premium,Waktu tonton YouTube Premium (jam),Waktu tonton playlist (jam),Penayangan dari playlist,Tayangan per playlist dimulai,Jam streaming,Set pengingat,Pesan chat,Reaksi,Perubahan jumlah subscriber per postingan,Jumlah remix,Penayangan remix,Penayangan klip komunitas,Waktu tonton dari klip komunitas (jam),Jumlah klik pada kartu,Klik per kartu yang ditampilkan (%),Kartu ditampilkan,Jumlah klik pada teaser kartu,Teaser kartu ditampilkan,Klik teaser per teaser kartu yang ditampilkan (%),Klik pada elemen layar akhir,Klik per elemen layar akhir yang ditampilkan (%),Elemen layar akhir yang ditampilkan,Penayangan,Waktu tonton (jam),Subscriber,Estimasi pendapatan (IDR),Tayangan,Rasio klik-tayang dari tayangan (%)
wpE_Xvck8lY,"MALAYSIA MAKIN IRI! QRIS INDONESIA TEMBUS MAKKAH-MADINAH, JIRAN SAMPAI KAGET!","Dec 10, 2025",600.0,9176.0,0:04:11,41.87,,,,,,,,2.0,160.0,10.0,0.0,188.0,4.0,97.92,19.0,35.0,0.0,0.0,,763.489,53290.55,0.0,53290.55,96891.833,11079.0,10140.433,8745.54,9555.0,5890.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,5.8037,0.2608,2.0,1.0,0.1998,13.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,29.0,1.21,2393.0,9176.0,640.3406,10.0,54054.04,63203.0,12.89
VcpXbq6c5IM,PAPUA NUGINI KAGET DENGA KEMAJUAN DI PAPUA INDONESIA! BERBONDONG INGIN GABUNG DENGAN INDONESIA?,"May 13, 2025",537.0,9120.0,0:03:10,35.47,,,,,,,,0.0,0.0,14.0,0.0,32.0,0.0,100.0,8.0,14.0,0.0,0.0,,335.51,23447.51,0.0,23447.51,42631.78,6346.0,7619.621,6717.898,5595.0,2607.785,0.0,4.0,96.0,0.0,0.0,0.0,0.0,0.0,47.0,2.8391,,,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,26.0,1.22,2125.0,9120.0,482.586,14.0,23783.02,61069.0,13.09
P3kcZmNUyDc,"MALAYSIA HEBOH‼ FILIPINA MELEDAK DEMO BESAR, TERINSPIRASI GERAKAN MASYARAKAT INDONESIA","Sep 8, 2025",900.0,9081.0,0:03:45,25.07,,,,,,,,0.0,0.0,7.0,1.0,155.0,1.0,99.36,6.0,26.0,0.0,0.0,,353.964,36129.343,0.0,36129.343,65689.606,7975.0,9934.907,8236.941,6612.0,4017.541,0.0,5.0,110.0,0.0,0.0,0.0,0.0,0.0,53.0,2.3246,,,,0.2844,2.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,9081.0,569.1165,6.0,36483.307,50024.0,14.83
QBZ1KR2WZvw,AMERIKA KETAR KETIR ! PRABOWO BANTU ETHIOPIA BANGUN KEKUATAN DENGAN NEGARA AFRIKA,"Jan 4, 2025",568.0,9080.0,0:02:49,29.87,,,,,,,,0.0,0.0,12.0,1.0,64.0,1.0,98.46,5.0,9.0,0.0,0.0,,319.921,18846.284,0.0,18846.284,34266.253,5712.0,6740.018,5998.994,5084.0,2110.834,0.0,1.0,61.0,0.0,0.0,0.0,0.0,0.0,64.0,2.7276,,,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,9080.0,427.8904,11.0,19166.205,39087.0,20.67
9u-rkw1mL0Y,"PARLEMEN MALAYSIA NGAMUK, POLITIK CARI MUKA KE AMERIKA GAGAL TOTAL","Nov 4, 2025",540.0,8984.0,0:03:39,40.67,,,,,,,,0.0,0.0,2.0,2.0,121.0,3.0,97.58,3.0,67.0,0.0,0.0,,414.051,33175.197,0.0,33175.197,61902.435,8034.0,8780.487,7705.058,7050.0,3738.782,0.0,7.0,149.0,0.0,0.0,0.0,0.0,0.0,44.0,3.1411,,,,0.1832,3.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,8984.0,548.0064,0.0,33589.248,59407.0,12.56
LLDAQLJikXM,MALAYSIA KECEWA TAK DIUNDANG‼ PM ANWAR IBRAHIM IRI DENGAN PERAN INDONESIA DI KTT PERDAMAIAN GAZA‼,"Oct 15, 2025",650.0,8960.0,0:03:59,36.86,,,,,,,,0.0,0.0,7.0,1.0,148.0,1.0,99.33,9.0,101.0,0.0,0.0,,378.203,28539.958,0.0,28539.958,51890.889,7798.0,8005.382,6654.384,6482.0,3227.479,0.0,13.0,174.0,0.0,0.0,0.0,0.0,0.0,41.0,3.1052,,,,0.2148,4.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,8960.0,596.3007,6.0,28918.161,83611.0,9.38
_wR0JE2zAM0,"MALAYSIA MASIH KLAIM TUMPUAN DUNIA, THAILAND & KAMBOJA KEMBALI BAKU HANTAM, KARMA LECEHKAN INDONESIA","Nov 13, 2025",570.0,8929.0,0:04:18,45.4,,,,,,,,0.0,0.0,5.0,1.0,126.0,5.0,96.18,11.0,98.0,0.0,0.0,,317.751,32102.309,0.0,32102.309,58367.546,7861.0,8791.617,7424.952,6639.0,3630.852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,2.6442,,,,0.1917,3.0,1.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,8929.0,641.8708,4.0,32420.06,60698.0,12.87
khRar4B_-Eg,"BATAM JADI MEDAN PERANG, KEKUATAN MARITIM RI DIPUJI AS DAN AUSTRALIA, MALAYSIA AUTO KEOK","Dec 11, 2025",540.0,8879.0,0:03:32,39.33,,,,,,,,0.0,0.0,5.0,1.0,163.0,3.0,98.19,7.0,24.0,0.0,1.0,0.0,443.159,43113.451,0.0,43113.451,78387.842,9807.0,9254.763,7993.05,8470.0,4987.799,0.0,5.0,125.0,54087.801,1.0,0.0,730.177,0.0,52.0,3.4834,,,,0.1831,7.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,46.0,1.71,2690.0,8879.0,523.7788,4.0,44286.787,43612.0,17.48
ca4jnKlNpmk,"BERAS LENYAP, UBI KAYU JADI REBUTAN! MALAYSIA DITERPA KRISIS PANGAN PARAH!","Apr 29, 2025",647.0,8860.0,0:03:02,28.19,,,,,,,,0.0,0.0,8.0,1.0,36.0,0.0,100.0,15.0,67.0,0.0,0.0,,886.944,22362.613,0.0,22362.613,40659.17,5599.0,8781.678,7261.863,4630.0,2624.1,0.0,19.0,648.0,0.0,0.0,0.0,0.0,0.0,134.0,6.7225,,,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,22.0,2.03,1084.0,8860.0,448.8899,7.0,23249.557,48021.0,13.93
6fAbEczZtn8,"DPR MALAYSIA NGOTOT CAPLOK AMBALAT, INDONESIA KIRIM PASUKAN TNI & KAPAL PERANG","Dec 12, 2025",116.0,8826.0,0:01:32,79.73,79.88,,,,,,,0.0,0.0,8.0,0.0,330.0,23.0,93.48,11.0,111.0,0.0,0.0,,40.336,0.0,0.0,0.0,,,,,,283.053,0.0,11.0,6055.0,0.0,0.0,0.0,0.0,0.0,75.0,1.6429,,,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,15099.0,227.552,8.0,2498.306,23881.0,7.17
F8msrjRiBA0,"PRABOWO DISAMBUT LUAR BIASA DI PAKISTAN, PENGARUH MALAYSIA DI DUNIA ISLAM ANJLOK?","Dec 11, 2025",114.0,8820.0,0:01:09,61.14,79.4,,,,,,,0.0,0.0,3.0,0.0,415.0,10.0,97.65,12.0,15.0,0.0,0.0,,36.593,0.0,0.0,0.0,,,,,,299.534,0.0,7.0,5348.0,0.0,0.0,0.0,0.0,0.0,74.0,1.0144,,,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,13839.0,171.7374,3.0,2641.892,9812.0,5.75
 -JeG6ZKkFJ4,"MALAYSIA HEBOH‼ PRABOWO TAK MASUK KORAN JEPANG, DI BALAS KERAS KORAN CHINA","Sep 7, 2025",810.0,8797.0,0:04:02,29.93,,,,,,,,0.0,0.0,7.0,3.0,167.0,3.0,98.24,3.0,68.0,0.0,0.0,,522.691,36817.163,0.0,36817.163,66940.113,7775.0,9985.1,8609.661,6704.0,4244.597,0.0,3.0,144.0,0.0,0.0,0.0,0.0,0.0,50.0,3.583,,,,0.2665,6.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,8797.0,592.3693,4.0,37339.854,53786.0,13.57
wvyHYQ7NCT8,"CEMBURU INDONESIA JADI TUMPUAN DUNIA ISLAM, PM ANWAR IBRAHIM MERENGEK TAK DIAJAK PRABOWO","Nov 9, 2025",510.0,8739.0,0:03:52,45.53,,,,,,,,0.0,0.0,2.0,0.0,116.0,5.0,95.87,0.0,110.0,0.0,0.0,,348.938,31660.11,0.0,31660.11,57563.832,7864.0,8351.056,7319.918,6893.0,3662.782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,2.4536,,,,0.175,9.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,8739.0,563.6917,2.0,32009.048,53415.0,14.14
iDjQo_79DAk,"SIAGA PERANG ASIA‼ JEPANG GANDENG INDONESIA & ASEAN, FORMASI PENJAGA INDO-PASIFIK MULAI TERBENTUK‼","Oct 9, 2025",497.0,8669.0,0:03:14,39.05,,,,,,,,0.0,0.0,7.0,4.0,136.0,0.0,100.0,3.0,19.0,0.0,0.0,,291.651,27069.213,0.0,27069.213,49217.012,6422.0,8769.959,7663.814,5612.0,3156.198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,2.4117,,,,0.1744,7.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,8669.0,467.2946,3.0,27360.864,60819.0,11.59
QwYD7vZdxGk,"MALAYSIA PANAS DINGIN‼️KERJA SAMA MARINIR INDONESIA–KORSEL BIKIN IRI, PASUKAN MALAYSIA MINDER‼️","Oct 23, 2025",519.0,8648.0,0:03:36,41.67,,,,,,,,0.0,0.0,9.0,3.0,175.0,2.0,98.87,2.0,31.0,0.0,0.0,,258.604,24823.201,0.0,24823.201,45133.139,6166.0,8573.925,7319.679,5264.0,2900.307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,2.3273,,,,0.1814,7.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,8648.0,519.5249,6.0,25081.804,70909.0,9.71
V7qWAh_Hsy8,"MENGERIKAN‼ 3 TARGET RUDAL BALISTIK RI TERBONGKAR, MALAYSIA MASUK DAFTAR UTAMA","Sep 6, 2025",652.0,8639.0,0:03:47,34.96,,,,,,,,1.0,90.0,6.0,2.0,134.0,2.0,98.53,5.0,34.0,0.0,0.0,,283.62,26835.895,0.0,26835.895,48792.654,7012.0,8026.428,6958.45,6079.0,3139.206,0.0,8.0,130.0,0.0,0.0,0.0,0.0,0.0,33.0,2.2432,,,,0.2162,4.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,8639.0,546.9725,4.0,27119.515,50897.0,14.27
4GzbYCZsahI,"INDONESIA NAIK PITAM! SIAP GANYANG AUSTRALIA YANG BEKINGI SENJATA OPM, RUSIA TUTUP MULUT BUSUKNYA!","May 8, 2025",540.0,8592.0,0:03:21,37.25,,,,,,,,0.0,0.0,7.0,0.0,34.0,3.0,91.89,0.0,48.0,0.0,0.0,,228.61,23815.316,0.0,23815.316,43300.814,6403.0,7841.509,6762.582,5522.0,2798.42,0.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,41.0,2.292,,,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,33.0,1.46,2262.0,8592.0,480.1051,7.0,24043.926,38545.0,18.52
Pj1mesEo9wQ,MALAYSIA MINTA BANTUAN INDONESIA AKUI KESULITAN ATASI PERANG THAILAND-KAMBOJA,"Dec 16, 2025",600.0,8579.0,0:04:14,42.4,,,,,,,,0.0,0.0,1.0,3.0,178.0,8.0,95.7,4.0,128.0,0.0,0.0,,296.986,47473.854,0.0,47473.854,86316.131,9578.0,10828.771,9011.916,7971.0,5568.352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,2.3807,0.2461,2.0,2.0,0.1998,7.0,3.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,121.0,3.68,3292.0,8579.0,606.2014,-2.0,47770.84,35763.0,19.97
JeiK7yLCowI,"MALAYSIA KETAKUTAN, TNI DITERJUNKAN 750 BATALYON DI PERBATASAN","Dec 4, 2025",119.0,8559.0,0:01:30,75.8,78.21,,,,,,,0.0,0.0,4.0,0.0,503.0,20.0,96.18,13.0,31.0,0.0,0.0,,26.121,0.0,0.0,0.0,,,,,,289.493,0.0,6.0,5974.0,0.0,0.0,0.0,0.0,0.0,60.0,0.9787,,,,,0.0,,,0.0,1.0,2372.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,14623.0,215.3903,4.0,2477.824,26262.0,9.56
mdD2Af9VcgU,"NETIZEN MALAYSIA SERING HINA INDONESIA, SINGAPURA BUNGKAM KESOMBONGAN MALAYSIA DENGAN INI","Nov 4, 2025",540.0,8553.0,0:04:05,45.52,,,,,,,,0.0,0.0,4.0,1.0,123.0,7.0,94.62,9.0,63.0,0.0,0.0,,1045.602,34233.989,0.0,34233.989,62243.388,7623.0,9675.639,8165.209,6433.0,4124.811,0.0,7.0,130.0,0.0,0.0,0.0,0.0,0.0,76.0,5.8177,,,,0.1832,8.0,1.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,8553.0,584.0331,3.0,35279.59,67503.0,11.1
uTuufPfGLvI,PROYEK RAKSASA DIMULAI! FOOD ESTATE KALIMANTAN DAN PAPUA SIAP JADI LUMBUNG PANGAN DUNIA!!,"Jun 9, 2025",540.0,8546.0,0:03:39,40.68,,,,,,,,0.0,0.0,20.0,5.0,102.0,1.0,99.03,14.0,9.0,0.0,0.0,,685.797,25824.708,0.0,25824.708,46954.369,6487.0,8610.741,7238.226,5453.0,3102.113,0.0,9.0,233.0,0.0,0.0,0.0,0.0,0.0,100.0,4.8415,,,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,32.0,1.47,2174.0,8546.0,521.4402,15.0,26510.505,42604.0,16.9
btoTKFcfn4k,"USAI DIPUJI AS, PAKISTAN SEBUT INDONESIA “BERUNTUNG” PUNYA PRESIDEN PRABOWO, JIRAN AUTO MELONGO","Nov 20, 2025",540.0,8526.0,0:03:23,37.65,,,,,,,,0.0,0.0,2.0,2.0,178.0,3.0,98.34,10.0,32.0,0.0,0.0,,515.606,47758.159,0.0,47758.159,86832.984,8386.0,11809.191,10354.518,7353.0,5661.944,0.0,4.0,36.0,0.0,0.0,0.0,0.0,0.0,60.0,3.7232,,,,0.1831,6.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,8526.0,481.5025,0.0,48273.765,34488.0,20.79
mVuU27MxM6c,SEBUT TNI LEMAH‼ MALAYSIA MALAH NARSIS PAMER OTOT DI TANK KAYAK MAU KONTES BINARAGA,"Aug 6, 2025",690.0,8526.0,0:04:15,37.05,,,,,,,,0.0,0.0,10.0,1.0,37.0,5.0,88.1,0.0,68.0,0.0,0.0,,265.467,20110.625,0.0,20110.625,36564.932,5875.0,7433.408,6223.818,4919.0,2389.892,0.0,4.0,236.0,0.0,0.0,26943.924,0.0,0.0,46.0,2.9659,,,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,46.0,2.5,1841.0,8526.0,605.5034,9.0,20376.092,54201.0,13.38
qF0M7E7Lk_A,"MALAYSIA TERDIAM! QRIS INDONESIA RESMI KUASAI JEPANG & KOREA, DOLAR AS MULAI DITINGGALKAN!","Dec 28, 2025",585.0,8494.0,0:04:19,44.4,,,,,,,,1.0,80.0,7.0,3.0,208.0,2.0,99.05,13.0,52.0,0.0,0.0,,1011.42,49256.909,0.0,49256.909,89557.97,9957.0,10703.713,8994.473,8367.0,5918.095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,7.1653,,,,0.1956,16.0,1.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,68.0,2.41,2825.0,8494.0,612.8129,4.0,50268.33,51183.0,13.54
S1Vo8Q-x5Wk,"HEBOH‼ SEBUT PRABOWO HANYA MAINAN DI FORUM GLOBAL, NETIZEN MALAYSIA MALAH BABAK BELUR KENA TAMPOL","Sep 9, 2025",780.0,8453.0,0:04:35,35.3,,,,,,,,0.0,0.0,8.0,2.0,197.0,5.0,97.52,4.0,133.0,0.0,0.0,,622.004,37407.402,0.0,37407.402,68013.469,8086.0,10044.819,8411.263,6771.0,4498.926,0.0,7.0,172.0,0.0,0.0,0.0,0.0,0.0,54.0,4.971,,,,0.2579,20.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,8453.0,646.5101,6.0,38029.406,57754.0,10.65
4giHFQJRlFQ,KARMA NGATAIN PRABOWO “BADUT” MALAYSIA MALAH JADI SALES MARKETING GADAIKAN NEGARANYA,"Nov 6, 2025",540.0,8402.0,0:03:43,41.48,,,,,,,,0.0,0.0,2.0,3.0,182.0,2.0,98.91,1.0,62.0,0.0,0.0,,704.979,46134.163,0.0,46134.163,83880.36,8335.0,12046.583,10063.63,6963.0,5574.783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,4.4174,,,,0.1833,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,8402.0,522.7798,-1.0,46839.142,39666.0,18.55
3EvBnLgpJCY,HEBOH BERULAH LAGI‼ WARGA MALAYSIA KENA SERANGAN OKNUM EKSTREMIS WARGA BANGLADESH ⁉,"Jul 5, 2025",640.0,8391.0,0:03:20,31.36,,,,,,,,0.0,0.0,8.0,3.0,43.0,4.0,91.49,4.0,38.0,0.0,0.0,,743.655,23973.728,0.0,23973.728,43588.669,5690.0,9388.04,7660.575,4643.0,2945.712,0.0,7.0,433.0,0.0,0.0,0.0,0.0,0.0,109.0,5.8682,,,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,14.0,1.09,1282.0,8391.0,467.861,5.0,24717.383,35277.0,18.98
EfVT2IWUGE0,"PBB BERI PENGHORMATAN BESAR, INDONESIA RESMI PIMPIN PEMBENTUKAN PASUKAN PERDAMAIAN GAZA 2025","Nov 14, 2025",540.0,8384.0,0:03:04,34.08,,,,,,,,0.0,0.0,6.0,2.0,181.0,1.0,99.45,5.0,21.0,0.0,0.0,,345.792,25105.135,0.0,25105.135,45645.637,5698.0,8800.007,8010.817,5187.0,3035.646,0.0,8.0,132.0,0.0,0.0,0.0,0.0,0.0,34.0,2.0864,,,,0.1836,4.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,8384.0,428.6406,4.0,25450.926,47235.0,15.33
Zsto0BCJaHA,DEBAT PANAS JUNIAS LUMBAN TOBING (PURN): PAPUA DISURUH TANYA KE TUHAN MENGAPA PAPUA TIDAK MERDEKA!,"Dec 30, 2024",788.0,8335.0,0:04:43,35.99,,,,,,,,0.0,0.0,18.0,0.0,21.0,4.0,84.0,10.0,63.0,0.0,0.0,,367.635,28389.792,0.0,28389.792,51617.874,7809.0,7746.942,6610.049,6663.0,3450.217,0.0,26.0,346.0,0.0,0.0,0.0,0.0,0.0,49.0,3.2198,,,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,8335.0,656.549,18.0,28757.427,85774.0,8.54
Sx759YV2kOI,"HEBOH‼ TURIS MALAY GEMETAR LIHAT JAKARTA, DIKIRA DUBAI TERNYATA INDONESIA, KOTA INI JAUH LEBIH GILA‼","Oct 10, 2025",540.0,8333.0,0:03:13,35.79,,,,,,,,1.0,90.0,14.0,3.0,135.0,3.0,97.83,6.0,12.0,0.0,0.0,,751.192,23415.289,0.0,23415.289,42573.174,5365.0,9023.564,7935.354,4718.0,2900.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,5.5271,,,,0.1913,8.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,8333.0,447.4167,11.0,24166.481,62244.0,11.05
39zzhuNA_70,"GEMPAR‼ PRABOWO KIRIM 20 RIBU PRAJURIT TNI KE GAZA, ISRAEL & AS PANIK BESAR","Oct 1, 2025",920.0,8302.0,0:05:20,34.86,,,,,,,,0.0,0.0,10.0,2.0,149.0,6.0,96.13,10.0,27.0,0.0,0.0,,273.254,32837.65,0.0,32837.65,59704.955,7767.0,9667.253,7687.003,6176.0,3988.309,0.0,8.0,156.0,0.0,0.0,0.0,0.0,0.0,24.0,1.7425,,,,0.2929,14.0,1.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,8302.0,739.6612,8.0,33110.904,71494.0,9.84
jiiegspM0jc,"AMUKAN NELAYAN‼️ 100 PERAHU NELAYAN SAMPANG KEPUNG KAPAL PETRONAS, MALAYSIA LANGSUNG KALANG KABUT","Oct 20, 2025",505.0,8290.0,0:03:20,39.61,,,,,,,,0.0,0.0,11.0,6.0,145.0,6.0,96.03,6.0,124.0,0.0,0.0,,214.241,18568.398,0.0,18568.398,33760.719,5656.0,6674.717,5969.01,5058.0,2265.698,0.0,9.0,180.0,0.0,0.0,0.0,0.0,0.0,35.0,1.892,,,,0.1758,7.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,8290.0,460.6535,5.0,18782.639,73689.0,9.79
Ui-3JJkPTw8,"WAPRES GIBRAN BIKIN PM MALAYSIA TENGGELAM DI BELAKANG, POSISI INDONESIA MAKIN BERSINAR","Nov 24, 2025",600.0,8257.0,0:04:06,41.09,,,,,,,,0.0,0.0,4.0,2.0,162.0,5.0,97.01,11.0,30.0,0.0,0.0,,446.257,41809.261,0.0,41809.261,76016.832,8672.0,10319.961,8765.779,7366.0,5117.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,3.567,,,,0.1999,4.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,8257.0,565.4314,2.0,42255.518,39834.0,17.48
T0u8DaMz5TM,"JIRAN CEMAS MINTA BANTUAN BANGLADESH SEMENTARA INDONESIA–RUSIA MAKIN MESRA, AUSTRALIA IKUT PANIK‼","Nov 21, 2025",600.0,8256.0,0:04:06,41.1,,,,,,,,0.0,0.0,0.0,0.0,143.0,3.0,97.95,7.0,95.0,0.0,0.0,,354.964,48568.024,0.0,48568.024,88305.539,9148.0,11829.275,9652.989,7465.0,5925.75,0.0,5.0,107.0,0.0,0.0,0.0,0.0,0.0,37.0,2.5253,,,,0.1998,18.0,0.0,2.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,8256.0,565.5496,0.0,48922.987,35885.0,19.48
D3r5X3r1B3w,OPM SEBUT ISRAEL LEBIH BERHAK ATAS TANAH PAPUA!! INDONESIA MATI-MATIAN BELA PALESTINA DARIPADA PAPUA,"Jan 24, 2025",601.0,8249.0,0:03:05,30.9,,,,,,,,0.0,0.0,16.0,1.0,54.0,1.0,98.18,14.0,47.0,0.0,0.0,,195.144,21798.446,0.0,21798.446,39633.691,6596.0,6702.806,6008.746,5913.0,2666.225,0.0,4.0,133.0,0.0,0.0,0.0,0.0,0.0,36.0,1.8078,,,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,8249.0,425.5608,15.0,21993.59,56428.0,12.67
n1GfbXBxofQ,"MALAYSIA TERKEJUT LIHAT INDONESIA PRODUKSI BERAS MELIMPAH, SIAP JADI LUMBUNG PANGAN ASEAN","Nov 9, 2025",562.0,8242.0,0:03:50,41.06,,,,,,,,1.0,80.0,6.0,1.0,163.0,4.0,97.6,0.0,125.0,0.0,0.0,,540.058,29946.976,0.0,29946.976,54449.043,6783.0,9264.768,8027.28,5877.0,3698.987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,4.0387,,,,0.1891,3.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,8242.0,528.2567,5.0,30487.034,57290.0,12.41
LBaKLxV1mgU,"GETARKAN KTT APEC‼ MOMEN PRABOWO & PM SELANDIA BARU JADI SOROTAN DUNIA, MALAYSIA AUTO KEPANASAN‼","Nov 1, 2025",510.0,8205.0,0:03:26,40.54,,,,,,,,0.0,0.0,9.0,3.0,146.0,1.0,99.32,6.0,17.0,0.0,0.0,,502.146,28063.786,0.0,28063.786,51024.781,6592.0,9003.843,7740.41,5667.0,3481.517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,3.7244,,,,0.1828,8.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,8205.0,471.1791,6.0,28565.932,64557.0,10.88
vRcFm-hIaBw,"INGGRIS OGAH BANTU MALAYSIA‼ MALAYSIA KEBINGUNGAN MINTA BANTUAN, AUSTRALIA ACUHKAN SERUAN BANTUAN","Aug 16, 2025",1260.0,8168.0,0:05:58,28.48,,,,,,,,0.0,0.0,12.0,0.0,48.0,3.0,94.12,2.0,34.0,0.0,0.0,,653.771,30305.1,0.0,30305.1,55100.001,7626.0,8852.828,7225.282,6224.0,3790.241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,5.1011,,,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,37.0,2.8,1323.0,8168.0,814.1037,12.0,30958.87,42310.0,16.73
hvQgKKQojQE,"MEDIA MALAYSIA KENA TAMPAR! RI TAK BUTUH BANTUAN JIRAN, PRABOWO SITA 6 TRILIUN DARI MAFIA HUTAN","Dec 26, 2025",600.0,8163.0,0:04:21,43.64,,,,,,,,0.0,0.0,2.0,2.0,204.0,5.0,97.61,11.0,135.0,0.0,0.0,,433.716,48181.622,0.0,48181.622,87603.006,9368.0,11546.462,9351.303,7587.0,5955.572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,3.6342,0.0335,3.0,1.0,0.1999,40.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,98.0,3.02,3240.0,8163.0,593.7418,0.0,48615.338,33301.0,20.04
