Konten,Judul video,Waktu publikasi video,Durasi,Penayangan tak dilewati,Rata-rata durasi tonton,Persentase penayangan rata-rata (%),Tetap menonton (%),Penonton unik,Penayangan rata-rata per penonton,Penonton baru,Penonton yang kembali,Penonton biasa,Penonton reguler,Diviralkan,Poin hype,Subscriber yang diperoleh,Subscriber yang hilang,Suka,Tidak suka,Suka (vs. tidak suka) (%),Pembagian,Komentar ditambahkan,Pendapatan transaksi (IDR),Transaksi,Pendapatan per transaksi (IDR),YouTube Premium (IDR),Iklan Halaman Tonton (IDR),Estimasi pendapatan DoubleClick (IDR),Estimasi pendapatan AdSense (IDR),Pendapatan iklan YouTube (IDR),Tayangan iklan,CPM berbasis-pemutaran (IDR),CPM (IDR),Estimasi pemutaran yang dimonetisasi,RPM (IDR),Rubi,Klik produk,Tayangan produk,Total penjualan (IDR),Pesanan,Komisi yang disetujui (IDR),Komisi tertunda (IDR),Komisi yang dihapus (IDR),Penayangan YouTube Premium,Waktu tonton YouTube Premium (jam),Waktu tonton playlist (jam),Penayangan dari playlist,Tayangan per playlist dimulai,Jam streaming,Set pengingat,Pesan chat,Reaksi,Perubahan jumlah subscriber per postingan,Jumlah remix,Penayangan remix,Penayangan klip komunitas,Waktu tonton dari klip komunitas (jam),Jumlah klik pada kartu,Klik per kartu yang ditampilkan (%),Kartu ditampilkan,Jumlah klik pada teaser kartu,Teaser kartu ditampilkan,Klik teaser per teaser kartu yang ditampilkan (%),Klik pada elemen layar akhir,Klik per elemen layar akhir yang ditampilkan (%),Elemen layar akhir yang ditampilkan,Penayangan,Waktu tonton (jam),Subscriber,Estimasi pendapatan (IDR),Tayangan,Rasio klik-tayang dari tayangan (%)
nSeQaYRUXgo,HEBOH! GARA-GARA INDONESIA MALAYSIA BERUBAH MENJADI MALAYDESH,"Mar 24, 2026",600.0,28597.0,0:03:40,36.74,,,,,,,,0.0,0.0,28.0,5.0,346.0,12.0,96.65,19.0,364.0,0.0,0.0,,2097.846,120548.409,0.0,120548.409,219323.301,25123.0,10630.764,8729.981,20631.0,4299.374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,18.9901,0.1392,3.0,1.5,0.1999,21.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,62.0,0.59,10538.0,28597.0,1751.1515,23.0,122646.255,169004.0,14.4
CK209vZLPPc,BIKIN DUNIA MENANGIS! MEDIA ASING TAKJUB LIHAT ISAK TANGIS PENGHORMATAN TERAKHIR GUGURNYA TNI!,"Apr 9, 2026",600.0,28362.0,0:03:12,32.05,,,,,,,,0.0,0.0,39.0,3.0,322.0,11.0,96.7,7.0,34.0,0.0,0.0,,428.647,56307.739,0.0,56307.739,102461.898,16870.0,6610.019,6073.616,15501.0,2107.012,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,78.0,5.5938,,,,0.1999,9.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,71.0,0.95,7448.0,28362.0,1514.8879,36.0,56736.386,230135.0,11.31
TPrbeeEAbP8,FIJI PAMERKAN BUS CANGGIH BUATAN INDONESIA! NEGARA MAJU BERBONDONG BELI BUS BUATAN RI,"Jan 20, 2026",540.0,27598.0,0:02:54,32.26,,,,,,,,1.0,80.0,16.0,7.0,277.0,6.0,97.88,9.0,26.0,0.0,0.0,,3648.802,67930.262,0.0,67930.262,123595.315,14321.0,10360.043,8630.355,11930.0,2594.891,0.0,6.0,186.0,0.0,0.0,0.0,0.0,0.0,548.0,26.2982,,,,0.1833,8.0,0.0,3.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,85.0,1.98,4296.0,27598.0,1335.5468,9.0,71579.063,144737.0,14.12
i38e4fQqUVs,HEBOH! DPR MALAYSIA BAWA-BAWA PANCASILA! GEGER KONSEP PANCASILA DI AKUI HEBAT!,"Jun 20, 2025",675.0,26502.0,0:04:10,37.11,,,,,,,,0.0,0.0,30.0,4.0,88.0,7.0,92.63,10.0,69.0,0.0,0.0,,2646.779,77216.835,0.0,77216.835,140529.057,20855.0,8182.663,6738.387,17174.0,3013.508,0.0,13.0,235.0,0.0,0.0,0.0,0.0,0.0,285.0,22.1436,,,,,0.0,,,0.0,1.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,,101.0,1.71,5892.0,26502.0,1844.1119,26.0,79863.614,174602.0,12.84
SYAsuo091Hg,"KARMA! MALAYSIA MENANGIS KEHILANGAN TKI, PEKERJA BANGLADESH MALAH BIKIN KEKACAUAN!","Jan 23, 2026",600.0,26408.0,0:04:10,41.82,,,,,,,,0.0,0.0,27.0,8.0,272.0,8.0,97.14,10.0,184.0,0.0,1.0,0.0,1380.608,93895.024,0.0,93895.024,170843.458,21771.0,9244.776,7847.295,18480.0,3779.491,0.0,11.0,184.0,83635.301,1.0,4531.476,4516.305,0.0,135.0,10.76,0.5909,9.0,4.5,0.2,11.0,0.0,8.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,115.0,0.91,12677.0,26408.0,1840.7498,19.0,99791.937,145660.0,16.09
op4D6ck7pyE,"MALAYSIA SYOK! WARGA JIRAN AKUI INDONESIA MURAH, TAK SEPERTI DI MALAYSIA APA-APA MAHAL!","Apr 12, 2026",630.0,26119.0,0:03:52,36.87,,,,,,,,0.0,0.0,13.0,3.0,283.0,6.0,97.92,10.0,95.0,0.0,0.0,,1101.362,104232.486,0.0,104232.486,189620.954,21736.0,9764.21,8723.82,19420.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,9.5533,,,,0.2081,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,115.0,1.16,9872.0,26119.0,1685.0975,10.0,105333.848,159364.0,14.97
ZM-z92wXaSM,MALAYSIA & ASEAN GEMPAR! 2027 INDONESIA PRODUKSI MASSAL MOBIL NASIONAL “SELO” KARYA ANAK BANGSA,"Jan 12, 2026",506.0,26094.0,0:03:48,45.14,,,,,,,,3.0,240.0,46.0,9.0,513.0,6.0,98.84,49.0,140.0,0.0,0.0,,1922.44,89850.768,0.0,89850.768,163466.453,17815.0,10638.192,9175.776,15366.0,3516.866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,15.5983,1.0332,13.0,2.1667,0.1737,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,251.0,2.53,9935.0,26094.0,1655.6169,37.0,91773.208,159649.0,13.11
E4zXVLFnEIw,"NGAMUK! KANTOR PM ANWAR DI BAKAR MASSA, SELURUH MALAYSIA MARAH TUNTUT ANWAR DITANGKAP","Feb 19, 2026",540.0,25137.0,0:04:23,48.76,,,,,,,,0.0,0.0,22.0,8.0,303.0,20.0,93.81,29.0,97.0,0.0,0.0,,1114.305,139006.303,0.0,139006.303,252893.135,32641.0,9226.982,7747.714,27408.0,5574.705,0.0,13.0,285.0,0.0,0.0,0.0,0.0,0.0,123.0,7.9863,0.2241,3.0,3.0,0.1832,6.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,242.0,2.68,9025.0,25137.0,1838.5204,14.0,140120.608,94536.0,24.17
00OxpnXenQk,"FPDA BELA MALAYSIA! INDONESIA TAK GENTAR, PRABOWO UBAH STRATEGI TNI DIKERAHKAN DI PERBATASAN","Feb 18, 2026",665.0,24930.0,0:04:47,43.2,,,,,,,,0.0,0.0,15.0,7.0,340.0,9.0,97.42,15.0,140.0,0.0,0.0,,1168.909,124084.414,0.0,124084.414,225751.354,28168.0,9768.134,8014.462,23111.0,5020.991,0.0,30.0,439.0,0.0,0.0,0.0,0.0,0.0,122.0,9.7522,0.1291,2.0,2.0,0.218,21.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,142.0,1.92,7400.0,24930.0,1989.2481,8.0,125253.322,94392.0,23.37
jV8YFLPj4DM,"INDONESIA REBUT KENDALI SELAT MALAKA, PELABUHAN MALAYSIA & SINGAPURA TERANCAM SEPERI KUBURAN!","Jan 31, 2026",92.0,24728.0,0:01:21,88.39,82.52,,,,,,,0.0,0.0,42.0,2.0,962.0,26.0,97.37,36.0,70.0,0.0,0.0,,140.276,0.0,0.0,0.0,,,,,,277.716,0.0,12.0,9784.0,0.0,0.0,0.0,0.0,0.0,226.0,2.7622,,,,,0.0,,,0.0,1.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,42038.0,561.0527,40.0,7147.246,39870.0,10.63
5WXaRcVmXxw,MALAYSIA SYOK! AUSTRALIA AKUI INDONESIA LEBIH NGERI DARI CHINA! JIRAN AUTO TAK TERIMA!,"Jan 19, 2026",600.0,24531.0,0:04:17,42.86,,,,,,,,7.0,560.0,13.0,4.0,446.0,10.0,97.81,18.0,79.0,0.0,2.0,0.0,1482.016,92481.331,0.0,92481.331,168254.244,22444.0,9052.741,7496.625,18586.0,3904.619,0.0,14.0,312.0,33658.635,2.0,1832.362,1817.547,0.0,156.0,12.3036,,,,0.1999,5.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,192.0,1.44,13321.0,24531.0,1752.3509,9.0,95780.893,135891.0,15.19
Awv5tA3u9VQ,MALAYSIA TERDIAM! SULTAN BOLKIAH BRUNEI BORONG SENJATA PT PINDAD JIRAN MAKIN IRI DAN KEPANASAN,"Jan 7, 2026",480.0,24393.0,0:03:43,46.5,,,,,,,,0.0,0.0,12.0,5.0,488.0,5.0,98.99,6.0,95.0,0.0,0.0,,1530.249,69486.896,0.0,69486.896,126437.507,17169.0,8676.744,7364.291,14572.0,2911.392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,12.4819,,,,0.0334,5.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,173.0,2.07,8372.0,24393.0,1512.2624,7.0,71017.145,135434.0,15.44
aHJOvhmwgJQ,"TERANCAM BUBAR! SINGAPURA GABUNG INDONESIA, 2030 SINGAPURA BANGKRUT KRISIS EKONOMI","Feb 20, 2026",482.0,24065.0,0:03:34,44.59,,,,,,,,0.0,0.0,23.0,9.0,529.0,7.0,98.69,22.0,122.0,0.0,0.0,,1487.206,118265.159,0.0,118265.159,215178.532,28716.0,8781.005,7493.332,24505.0,4976.67,0.0,17.0,332.0,0.0,0.0,0.0,0.0,0.0,171.0,10.6519,0.2466,4.0,1.0,0.1672,10.0,0.0,0.0,0.0,1.0,845.0,0.0,0.0,0.0,,0.0,0.0,0.0,,150.0,1.71,8784.0,24065.0,1436.8047,14.0,119752.365,111067.0,19.03
TOQmXlWp5pk,DRUM NUSANTARA GUNCANG PARIS‼️200 PENABUH TNI BIKIN BULE EROPA TERBENGONG PRABOWO HORMAT BANGGA‼️,"Jul 16, 2025",518.0,24015.0,0:03:49,44.21,,,,,,,,0.0,0.0,88.0,0.0,198.0,3.0,98.51,21.0,16.0,0.0,0.0,,1416.775,56926.437,0.0,56926.437,103608.259,15894.0,7469.415,6518.703,13871.0,2378.615,0.0,17.0,641.0,0.0,0.0,0.0,0.0,0.0,196.0,13.8504,,,,,0.0,,,0.0,,22.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,24015.0,1527.6726,88.0,58343.212,150547.0,12.49
FwygpzN8_GE,"MEMANAS! MALAYSIA NYATAKAN PERANG, PRABOWO KERAHKAN RIBUAN PASUKAN DI PERBATASAN","Feb 9, 2026",503.0,23918.0,0:03:54,46.53,,,,,,,,0.0,0.0,6.0,5.0,391.0,7.0,98.24,17.0,252.0,0.0,0.0,,1104.667,107394.543,0.0,107394.543,195378.38,23925.0,9241.244,8166.285,21142.0,4536.508,0.0,18.0,339.0,0.0,0.0,0.0,0.0,0.0,126.0,8.6172,0.5788,7.0,1.75,0.1731,10.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,310.0,1.83,16918.0,23918.0,1554.978,1.0,108499.21,81981.0,26.0
9kvf34WvnJQ,"KACAU TOTAL! EKONOMI MALAYSIA AMBRUK, KINI TAK SANGGUP LAGI URUS MINYAK!","Apr 13, 2026",600.0,23739.0,0:04:28,44.67,,,,,,,,0.0,0.0,20.0,4.0,307.0,5.0,98.4,8.0,117.0,0.0,0.0,,1077.224,90972.524,0.0,90972.524,165377.168,22760.0,8522.839,7266.132,19404.0,,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,152.0,11.2759,,,,0.1998,4.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,80.0,0.7,11419.0,23739.0,1767.2432,16.0,92049.748,134319.0,16.27
1KjHjP5kfXc,SINGAPURA TANTANG PERANG INDONESIA! BATALKAN SEENAK JIDAT PEMBELIAN KAPAL TANGKER! PRABOWO MURKA!,"Mar 17, 2026",600.0,23487.0,0:03:38,36.37,,,,,,,,0.0,0.0,19.0,1.0,377.0,13.0,96.67,43.0,342.0,0.0,0.0,,1524.444,112099.526,0.0,112099.526,203947.783,26352.0,9115.392,7739.366,22374.0,4833.954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,12.5572,0.0644,1.0,1.0,0.1998,16.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,115.0,1.18,9758.0,23487.0,1423.8172,18.0,113623.97,110772.0,18.91
ttAcZieoK1k,"KARMA INSTAN‼️ DULU HINA TKI, SEKARANG WARGA MALAYSIA MALAH MENGEMIS DI NEGERI SENDIRI‼️","Mar 9, 2026",739.0,23403.0,0:04:22,35.51,,,,,,,,0.0,0.0,7.0,4.0,220.0,6.0,97.35,12.0,242.0,0.0,0.0,,2113.729,116962.129,0.0,116962.129,210243.235,23651.0,11713.368,8889.402,17949.0,5097.819,0.0,16.0,443.0,0.0,0.0,0.0,0.0,0.0,229.0,16.3778,0.1918,1.0,1.0,0.2384,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,145.0,1.4,10354.0,23403.0,1705.8027,3.0,119075.858,104164.0,18.82
vcNkWMYmItY,KULINER INDONESIA JAJAH MASTERCHEF DUNIA! MALAYSIA: KENAPA MASAKAN KITA TAK POPULER MACAM INDO?,"Mar 2, 2026",540.0,22949.0,0:02:59,33.28,,,,,,,,2.0,160.0,15.0,3.0,191.0,5.0,97.45,12.0,106.0,0.0,0.0,,2259.153,113655.556,0.0,113655.556,206759.845,19071.0,13711.774,10841.584,15079.0,5040.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.0,17.708,,,,0.1833,5.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,60.0,1.3,4599.0,22949.0,1145.7706,12.0,115914.709,181025.0,11.75
E1Ame_P4Qok,"FILIPINA BANGGA PAMERKAN PESAWAT NC212i BUATAN INDONESIA, MALAYSIA SAMPAI MELONGO!","Jan 11, 2026",573.0,22872.0,0:04:07,43.13,,,,,,,,11.0,880.0,19.0,5.0,622.0,6.0,99.04,15.0,140.0,0.0,0.0,,2049.81,89799.527,0.0,89799.527,163371.35,19602.0,10058.573,8334.423,16242.0,4016.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,14.8639,,,,0.1925,14.0,0.0,1.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,165.0,1.74,9510.0,22872.0,1570.1512,14.0,91849.336,123039.0,15.63
Ri4MvHbGHu0,"PRABOWO TANTANG ANWAR IBRAHIM! TNI BERSIAP PERANG BESAR, TNI LANGSUNG KEPUNG BLOK AMBALAT‼","Feb 10, 2026",600.0,22791.0,0:04:05,40.92,,,,,,,,0.0,0.0,18.0,11.0,398.0,9.0,97.79,22.0,342.0,0.0,1.0,0.0,989.687,110464.334,0.0,110464.334,200953.824,23816.0,10065.305,8437.766,19965.0,5020.01,0.0,12.0,220.0,54694.946,1.0,2971.048,2953.523,0.0,100.0,7.1073,0.545,4.0,4.0,0.2,13.0,0.0,0.0,0.0,1.0,1680.0,0.0,0.0,0.0,,0.0,0.0,0.0,,289.0,2.22,13037.0,22791.0,1554.4904,7.0,114407.545,78854.0,25.02
WPli8Uehfk8,"NGERI! MALAYSIA DIAMBANG BUBAR, KRISIS BERAS PARAH, ANWAR IBRAHIM MINTA BANTUAN KE INDONESIA!","Apr 13, 2026",601.0,22771.0,0:04:00,39.95,,,,,,,,0.0,0.0,18.0,6.0,285.0,10.0,96.61,16.0,153.0,0.0,0.0,,932.899,68708.86,0.0,68708.86,125007.025,18744.0,7640.082,6669.175,16362.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,8.7455,,,,0.2001,4.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,139.0,1.3,10701.0,22771.0,1518.689,12.0,69641.759,139308.0,14.95
 -rCZzU_YLq8,"MALAYSIA KETAKUTAN, TNI DITERJUNKAN 750 BATALYON DI PERBATASAN","Dec 3, 2025",611.0,22379.0,0:04:21,42.76,,,,,,,,0.0,0.0,41.0,6.0,247.0,7.0,97.24,7.0,89.0,0.0,0.0,,661.49,59428.923,0.0,59428.923,108151.392,16076.0,7715.18,6727.506,14018.0,2685.279,0.0,26.0,378.0,0.0,0.0,914.038,0.0,0.0,86.0,6.2523,,,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,130.0,1.29,10044.0,22379.0,1624.0089,35.0,60090.413,133118.0,14.99
5NxreVE-TIg,"KOCAK PARAH‼ YEL-YEL TNI INDONESIA VS VIETNAM VS MALAYSIA, NETIZEN: “BEDA KELAS!”","Jul 25, 2025",945.0,22107.0,0:05:23,34.28,,,,,,,,0.0,0.0,37.0,3.0,141.0,6.0,95.92,3.0,19.0,0.0,0.0,,1323.373,63589.36,0.0,63589.36,115731.14,18124.0,7668.377,6385.519,15092.0,2937.349,0.0,22.0,892.0,0.0,0.0,0.0,0.0,0.0,174.0,13.9212,,,,,0.0,,,0.0,1.0,30.0,0.0,0.0,0.0,,0.0,0.0,0.0,,54.0,1.75,3088.0,22107.0,1989.0089,34.0,64912.733,175908.0,11.13
nGELrdn09Dk,JIRAN GEMETAR‼️ LOMBOK SIAP DI SULAP JADI DUBAI BARU - MALAYSIA & SINGAPURA LANGSUNG PANIK‼️,"Jul 21, 2025",599.0,21956.0,0:02:45,27.61,,,,,,,,0.0,0.0,45.0,5.0,134.0,1.0,99.26,34.0,12.0,0.0,0.0,,2511.423,49884.681,0.0,49884.681,90654.949,11655.0,9542.626,7778.202,9500.0,2386.683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352.0,17.0487,,,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,21956.0,1008.6691,40.0,52396.105,112615.0,13.81
Yav_SM0FGFE,PRABOWO BUNGKAM DUNIA‼️3 NEGARA ASEAN RESMI INGIN BERSATU DI BAWAH MERAH PUTIH,"Feb 27, 2026",643.0,21625.0,0:04:39,43.4,,,,,,,,0.0,0.0,19.0,7.0,574.0,10.0,98.29,28.0,143.0,0.0,0.0,,1460.568,134440.287,0.0,134440.287,244560.406,29581.0,10600.798,8267.483,23070.0,6287.393,0.0,13.0,331.0,0.0,0.0,0.0,0.0,0.0,128.0,10.2332,0.036,2.0,2.0,0.212,4.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,266.0,2.13,12515.0,21625.0,1676.3424,12.0,135900.855,82068.0,23.49
k2HXHNZifJU,"BIKIN HEBOH‼️ THAILAND TAK TAHAN LAGI MILIKI BUS RI, TAK SABAR NAIK BUS MEWAH BUATAN INDONESIA","Feb 3, 2026",509.0,21336.0,0:03:29,41.15,,,,,,,,4.0,320.0,21.0,5.0,312.0,8.0,97.5,15.0,29.0,0.0,1.0,0.0,1264.103,71847.151,0.0,71847.151,130725.573,15571.0,9767.302,8395.451,13384.0,3784.202,0.0,14.0,304.0,140182.61,1.0,7592.352,7569.847,0.0,157.0,9.4323,0.8696,9.0,2.25,0.1744,5.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,118.0,1.31,9016.0,21336.0,1241.3879,16.0,80681.102,106721.0,17.16
cwDskbu8C4Q,"PERANG RI-MALAYSIA PECAH! EKSTREMIS MALAYSIA LAKUKAN PENANGKAPAN SUKU JAWA, PRABOWO MURKA BESAR!","Feb 14, 2026",600.0,20996.0,0:03:48,38.16,,,,,,,,0.0,0.0,10.0,2.0,265.0,17.0,93.97,20.0,375.0,0.0,0.0,,849.014,78939.304,0.0,78939.304,143627.87,21885.0,7493.498,6562.845,19167.0,3800.53,0.0,7.0,163.0,0.0,0.0,0.0,0.0,0.0,114.0,6.8558,0.6718,7.0,1.1667,0.1998,24.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,92.0,1.44,6376.0,20996.0,1335.4714,8.0,79788.318,80760.0,23.26
SPA8vWV6yws,MALAYSIA MEMANAS! SABAH ANCAM LEPAS DARI FEDERASI! TNI KERAHKAN RIBUAN ARMADA KE AMBALAT!,"Jan 18, 2026",545.0,20782.0,0:04:04,44.89,,,,,,,,0.0,0.0,12.0,3.0,384.0,7.0,98.21,11.0,173.0,0.0,0.0,,1155.708,62099.836,0.0,62099.836,112989.68,16188.0,8002.102,6979.842,14120.0,3043.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,9.099,0.2591,3.0,,0.1847,8.0,2.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,195.0,2.46,7937.0,20782.0,1412.4165,9.0,63255.544,130775.0,13.94
JSmlfvU6LAg,"ESTONIA GABUNG INDONESIA, SINDIKAT GELAP MALAYSIA PANIK BESAR","Feb 4, 2026",600.0,20686.0,0:03:40,36.73,,,,,,,,0.0,0.0,16.0,8.0,432.0,4.0,99.08,19.0,60.0,0.0,0.0,,1358.004,92243.354,0.0,92243.354,167817.6,20310.0,9454.513,8262.806,17750.0,4529.812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,9.8804,0.1854,4.0,1.0,0.2,9.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,48.0,0.88,5431.0,20686.0,1266.2573,8.0,93601.359,66998.0,27.33
8UbpTk2F93c,3500 PASUKAN TENTARA AS MUSNAH SERENTAK! IRAN SUKSES BOM TENTARA AS! TRUMP PANIK TARIK PASUKAN,"Apr 4, 2026",660.0,20670.0,0:04:38,42.23,,,,,,,,0.0,0.0,45.0,8.0,429.0,7.0,98.39,43.0,150.0,0.0,0.0,,1710.409,101272.343,0.0,101272.343,184190.184,17998.0,11961.955,10233.925,15398.0,4996.044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,13.7149,,,,0.2164,4.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,333.0,2.51,13255.0,20670.0,1600.3659,37.0,102982.752,60971.0,29.62
pmOt_wh1tQk,SEKUTU JIRAN LEPAS TANGAN TAK AKAN BANTU MALAYSIA JIKA HADAPI INDONESIA,"Dec 13, 2025",572.0,20650.0,0:03:44,39.24,,,,,,,,0.0,0.0,14.0,3.0,77.0,7.0,91.67,3.0,61.0,0.0,0.0,,352.104,53605.908,0.0,53605.908,97565.531,16639.0,6612.371,5863.666,14755.0,2614.781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,4.149,0.1582,1.0,,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,20650.0,1287.6342,11.0,53958.013,103333.0,18.17
OSDYAzU5v-I,Materi dan Contoh Soal Kurva dan Fungsi Permintaan - EKONOMI,"Oct 8, 2020",752.0,20639.0,0:03:34,28.55,,,,,,,,0.0,0.0,100.0,3.0,365.0,10.0,97.33,384.0,3.0,0.0,2.0,0.0,910.673,201235.035,0.0,201235.035,366071.931,39204.0,12950.505,9337.617,28267.0,9973.259,0.0,119.0,7351.0,62574.031,2.0,2470.63,3378.976,0.0,260.0,15.6009,0.0651,2.0,2.0,,0.0,,,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,98.0,1.1,8929.0,20639.0,1230.7386,97.0,205524.684,86572.0,18.03
PW1LlvLZWIs,DEMI INDONESIA & RAKYAT GAZA‼️ DUNIA BERSATU SERANG ISRAEL GAK ADA TEMPAT UNTUK BERLINDUNG‼️,"Apr 2, 2026",600.0,20487.0,0:03:29,34.92,,,,,,,,0.0,0.0,17.0,3.0,168.0,5.0,97.11,14.0,70.0,0.0,0.0,,287.548,58007.194,0.0,58007.194,105543.114,13157.0,9084.448,8021.822,11618.0,2817.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,3.325,,,,0.1999,15.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,118.0,1.39,8463.0,20487.0,1192.383,14.0,58294.742,97090.0,18.91
DYygYvP9HME,"SERBIA GABUNG INDONESIA, MARINIR TNI AL BORONG AMUNISI, JIRAN SYOK LIHAT DAYA GEMPUR KITA","Feb 8, 2026",510.0,20056.0,0:03:37,42.6,,,,,,,,0.0,0.0,25.0,6.0,339.0,5.0,98.55,8.0,37.0,0.0,0.0,,1002.012,69664.312,0.0,69664.312,126762.843,17121.0,8550.613,7403.939,14825.0,3523.964,0.0,12.0,242.0,0.0,0.0,0.0,0.0,0.0,88.0,6.1683,0.0,1.0,1.0,0.1749,11.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,159.0,2.85,5576.0,20056.0,1210.4225,19.0,70666.324,89107.0,18.92
lv8FRLWNXbY,"TERANCAM GELAP! PRABOWO CABUT LISTRIK SINGAPURA, JIRAN PANIK KEHILANGAN 60% PASOKAN ENERGI!","Jan 29, 2026",531.0,19969.0,0:03:52,43.86,,,,,,,,5.0,400.0,5.0,8.0,475.0,9.0,98.14,41.0,206.0,0.0,1.0,0.0,873.602,84917.035,0.0,84917.035,154491.383,19329.0,9429.406,7992.725,16384.0,4601.774,0.0,14.0,319.0,49845.418,1.0,6024.743,6056.211,0.0,109.0,7.8573,0.6581,8.0,2.0,0.1808,25.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,189.0,1.54,12312.0,19969.0,1291.9019,-3.0,91846.848,83665.0,20.68
yB91uKcvurQ,TERUNGKAP! PILIH INDONESIA ATAU TIMOR LESTE? PENGAKUAN JUJUR WARGA DILI BIKIN SYOK!,"Jan 25, 2026",510.0,19539.0,0:03:40,43.19,,,,,,,,0.0,0.0,18.0,3.0,193.0,4.0,97.97,3.0,56.0,0.0,0.0,,869.069,49592.507,0.0,49592.507,90246.099,13806.0,7334.1,6536.73,12305.0,2583.093,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,110.0,7.3484,,,,0.1748,23.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,61.0,0.95,6451.0,19539.0,1195.5476,15.0,50461.576,140874.0,12.39
ToR1t55I1JQ,PRABOWO TEMUI RAJA CHARLES III BAWA MISI RAHASIA SIKAT MAFIA PENCURI IKAN DARI MALAYSIA!,"Jan 20, 2026",525.0,19516.0,0:04:00,45.73,,,,,,,,0.0,0.0,19.0,11.0,483.0,6.0,98.77,17.0,99.0,0.0,0.0,,1021.147,79001.692,0.0,79001.692,143711.764,16128.0,10358.351,8910.7,13874.0,4100.789,0.0,8.0,228.0,0.0,0.0,0.0,0.0,0.0,120.0,8.5893,,,,0.1791,4.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,103.0,1.47,7029.0,19516.0,1301.5541,8.0,80022.84,106082.0,16.13
